doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,surface_chemistry,polymer_used_in_synthesis,surfactant,reaction_type
10.1021.la0602867,mistral,mistral-large-latest,./prompts/prompt5.txt,17290,45693,2367,5368,"N-hexadecyl-N,N,N-tris(2-hydroxyethyl)ammonium bromide (HTHEAB)",Peroxidase,,,,,,,,,,,,,,,,,,,~0.05 mM,0.05,~0.01 mM/s,0.01,,,,,,,0 mM,0.0,0.3 mM,0.3,,,0.1 mM,0.1,7 pH,,"[""2-bromoethanol"", ""Hexadecylamine"", ""Sodium hydroxide"", ""Methanol"", ""Chloroform"", ""Ethyl acetate"", ""Silica gel""]",,,CTAB,H2O2+TMB
10.1080.11263500112331350710,mistral,mistral-large-latest,./prompts/prompt5.txt,10558,31489,271,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.aca.2014.11.026,mistral,mistral-large-latest,./prompts/prompt5.txt,9216,30195,370,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.optmat.2021.111017,mistral,mistral-large-latest,./prompts/prompt5.txt,17036,56059,676,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.0003-2670(92)85139-w,mistral,mistral-large-latest,./prompts/prompt5.txt,7471,21571,544,1710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.inoche.2018.09.022,mistral,mistral-large-latest,./prompts/prompt5.txt,7301,23128,767,1637,[Zn3(MoO4)2(trz)2(H2O)2],peroxidase,monoclinic,,,,,,,,,,,,,,,,,,0.038 mM,0.038,5.36 10−8Ms−1,,,,,,,,,,,,,,,,3.5 unit,40 °C,"[""H3PMo12O40"", ""1,2,4-trz"", ""Zn(NO3)2"", ""NH4VO3"", ""PEG-400""]",,polyethylene glycol 400,polyethylene glycol 400,TMB+H2O2
10.1016.j.inoche.2018.09.022,mistral,mistral-large-latest,./prompts/prompt5.txt,7301,23128,767,1637,[Zn3(MoO4)2(trz)2(H2O)2],peroxidase,monoclinic,,,,,,,,,,,,,,,,,,0.46 mM,0.46,9.47 10−8Ms−1,,,,,,,,,,,,,,,,3.5 unit,40 °C,"[""H3PMo12O40"", ""1,2,4-trz"", ""Zn(NO3)2"", ""NH4VO3"", ""PEG-400""]",,polyethylene glycol 400,polyethylene glycol 400,H2O2+TMB
10.1039.c3an02137h,mistral,mistral-large-latest,./prompts/prompt5.txt,12115,37333,1039,2849,cytochrome c,peroxidase,,,,,,,,,,,,,,,,,,,25 ± 4 mM,25.0,,,,,,,,,,,,,0.08 mM,,,,2.0,,"[""cytochrome c from horse skeletal muscle (Sigma, $95%)"", ""NaH2PO4"", ""H3PO4 (85 wt%, Sigma)"", ""NaOH (Sigma)"", ""H2O2 (50 wt%, Sigma)""]",,,,H2O2+TMB
10.1039.c3an02137h,mistral,mistral-large-latest,./prompts/prompt5.txt,12115,37333,1039,2849,cytochrome c,peroxidase,,,,,,,,,,,,,,,,,,,98 ± 12 mM,98.0,,,,,,,,,,,,,0.08 mM,,,,3.0,,"[""cytochrome c from horse skeletal muscle (Sigma, $95%)"", ""NaH2PO4"", ""H3PO4 (85 wt%, Sigma)"", ""NaOH (Sigma)"", ""H2O2 (50 wt%, Sigma)""]",,,,H2O2+TMB
10.1039.c3an02137h,mistral,mistral-large-latest,./prompts/prompt5.txt,12115,37333,1039,2849,cytochrome c,peroxidase,,,,,,,,,,,,,,,,,,,230 ± 30 mM,230.0,,,,,,,,,,,,,0.08 mM,,,,7.0,,"[""cytochrome c from horse skeletal muscle (Sigma, $95%)"", ""NaH2PO4"", ""H3PO4 (85 wt%, Sigma)"", ""NaOH (Sigma)"", ""H2O2 (50 wt%, Sigma)""]",,,,H2O2+TMB
10.1016.0014-4886(85)90061-5,mistral,mistral-large-latest,./prompts/prompt5.txt,5993,19291,266,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.0003-2670(93)85331-d,mistral,mistral-large-latest,./prompts/prompt5.txt,8467,26191,717,1743,horseradish peroxidase,peroxidase,,,,,,,,,,,,,,,,,,,0.04 %,,,,,,,,,,0.05 I.U.,,0.3 I.U.,,,,0.15 %,,7 ,22 ± 1 °C,"[""catechol"", ""hydrogen peroxide"", ""potassium phosphate buffer"", ""horseradish peroxidase"", ""beef liver catalase"", ""ammonium sulphate"", ""distilled water""]",,,,H2O2+catechol
10.1016.0003-2670(93)85331-d,mistral,mistral-large-latest,./prompts/prompt5.txt,8467,26191,717,1743,beef liver catalase,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 I.U.,,100 I.U.,,,,30 %,,7 ,22 ± 1 °C,"[""catechol"", ""hydrogen peroxide"", ""potassium phosphate buffer"", ""horseradish peroxidase"", ""beef liver catalase"", ""ammonium sulphate"", ""distilled water""]",,,,H2O2+catechol
10.1038.s41467-019-08731-y,mistral,mistral-large-latest,./prompts/prompt5.txt,23397,67013,556,1301,C3N4,oxidase,,,,,,,,,,,,,,,,,,,~0.79 mM,0.79,,,,,,,,,,,,,2 mg,,,,7 pH,25 °C,"[""Melamine""]",,,,H2O2+TMB
10.1038.s41467-019-08731-y,mistral,mistral-large-latest,./prompts/prompt5.txt,23397,67013,556,1301,C3N4,oxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 mg mL−1,,3 mM,3.0,4 pH,25 °C,"[""Melamine""]",,,,TMB+H2O2
10.1016.j.bios.2019.111881,mistral,mistral-large-latest,./prompts/prompt5.txt,10754,35317,704,1632,Fe3O4@C,peroxidase,,nanowires,,,,,,,,,,,,,250 nm,250.0,,,0.67 mM,0.67,,,,,,,,,,,,,20 µg mL-1,0.02,0.2 mM,0.2,4.0,37 °C,"[""ammonium iron(II) sulfate"", ""nitrilotriacetic acid"", ""ethanol"", ""tris solution"", ""dopamine hydrochloride""]",polydopamine,,,H2O2+TMB
10.1016.j.bios.2019.111881,mistral,mistral-large-latest,./prompts/prompt5.txt,10754,35317,704,1632,Fe3O4@C,peroxidase,,nanowires,,,,,,,,,,,,,250 nm,250.0,,,0.67 mM,0.67,,,,,,,,,,,,,20 µg mL-1,0.02,0.2 mM,0.2,4.0,37 °C,"[""ammonium iron(II) sulfate"", ""nitrilotriacetic acid"", ""ethanol"", ""tris solution"", ""dopamine hydrochloride""]",polydopamine,,,TMB+H2O2
10.1039.c9an00353c,mistral,mistral-large-latest,./prompts/prompt5.txt,14331,40035,757,1762,Fe(III)-protoporphyrin IX,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 μM,0.025,500 μM,0.5,,,1 mM,1.0,8.0,22 °C,"[""hemin"", ""biotin tyramide"", ""H2O2"", ""NaN3"", ""sodium ascorbate"", ""dimethyl sulfoxide"", ""HEPES"", ""potassium chloride"", ""dimethylformamide"", ""Triton X-100""]",,,,TMB+H2O2
10.1039.c9an00353c,mistral,mistral-large-latest,./prompts/prompt5.txt,14331,40035,757,1762,Fe(III)-protoporphyrin IX,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 μM,0.0,10 μM,0.01,,,100 μM,0.1,8.0,22 °C,"[""hemin"", ""biotin tyramide"", ""H2O2"", ""NaN3"", ""sodium ascorbate"", ""dimethyl sulfoxide"", ""HEPES"", ""potassium chloride"", ""dimethylformamide"", ""Triton X-100""]",,,,H2O2+TMB
10.1039.C4TB00968A,mistral,mistral-large-latest,./prompts/prompt5.txt,11747,33729,686,1777,NiO,peroxidase,,nanoflowers,,,,,,,,,,,,,3 - 5 mm,4000000.0,3000000.0,5000000.0,0.018 mM,0.018,2.4 × 10-8 mM/s,2.4e-08,113.707 m2 g-1,113.707,,,,,0 mM,0.0,200 mM,200.0,,,100 mL 0.1 M,,4.0,room temperature,"[""nickel acetate"", ""ethanol amine"", ""water""]",,,,TMB+H2O2
10.1039.C4TB00968A,mistral,mistral-large-latest,./prompts/prompt5.txt,11747,33729,686,1777,NiO,peroxidase,,nanoflowers,,,,,,,,,,,,,3 - 5 mm,4000000.0,3000000.0,5000000.0,1.77 mM,1.77,2.1 × 10-8 mM/s,2.1000000000000003e-08,113.707 m2 g-1,113.707,,,,,9 mM,9.0,74 mM,74.0,,,25 mL,,4.0,room temperature,"[""nickel acetate"", ""ethanol amine"", ""water""]",,,,H2O2+TMB
10.1016.s0176-1617(99)80066-2,mistral,mistral-large-latest,./prompts/prompt5.txt,9279,29745,596,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1504.ijnt.2016.077090,mistral,mistral-large-latest,./prompts/prompt5.txt,9163,29865,1013,2321,Pt,peroxidase,,spherical,,,,,,,,,,,,,2 nm to 3 nm,,,,,,,,,,-46.73 ± 5.77 mV,-46.73,58 kDa,58000.0,,,,,1.4 mg/ml,1.4,,,,100°C,"[""chloroplatinic acid hexahydrate (H2PtCl6 \u2022 6H2O)"", ""trisodium citrate""]",,,trisodium citrate,
10.1504.ijnt.2016.077090,mistral,mistral-large-latest,./prompts/prompt5.txt,9163,29865,1013,2321,Pt,peroxidase,,spherical,,,,,,,,,,,,,2 nm to 3 nm,,,,,,,,,,-46.73 ± 5.77 mV,-46.73,58 kDa,58000.0,0.12 mM,0.12,400 mM,400.0,,,,,5.0,,"[""chloroplatinic acid hexahydrate (H2PtCl6 \u2022 6H2O)"", ""trisodium citrate""]",,,trisodium citrate,TMB + H2O2
10.1504.ijnt.2016.077090,mistral,mistral-large-latest,./prompts/prompt5.txt,9163,29865,1013,2321,Pt,peroxidase,,spherical,,,,,,,,,,,,,2 nm to 3 nm,,,,,,,,,,-46.73 ± 5.77 mV,-46.73,58 kDa,58000.0,1 mIU/ml,,10 IU/ml,,,,,,,,"[""chloroplatinic acid hexahydrate (H2PtCl6 \u2022 6H2O)"", ""trisodium citrate""]",,,trisodium citrate,H2O2 + TMB
10.1021.acsami.0c19074,mistral,mistral-large-latest,./prompts/prompt5.txt,20723,60130,1364,3189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.jcis.2021.06.073,mistral,mistral-large-latest,./prompts/prompt5.txt,25570,78683,1073,2809,RuO2,peroxidase,tetragonal,,,,,,,,,,,,,,124 nm,124.0,,,,,,,,,,,,,,,,,100 µg/mL,0.1,50 µM,0.05,6.0,30 °C,"[""RuCl3"", ""sodium hydroxide"", ""PEG"", ""H2O2"", ""Ultrapure Milli-Q water""]",,poly(ethylene glycol),poly(ethylene glycol),
10.1016.j.jcis.2021.06.073,mistral,mistral-large-latest,./prompts/prompt5.txt,25570,78683,1073,2809,RuO2,peroxidase,tetragonal,,,,,,,,,,,,,,124 nm,124.0,,,0.146 mM,0.146,17.2 µM/s,0.0172,,,,,,,,,,,100 µg/mL,0.1,50 µM,0.05,6.0,30 °C,"[""RuCl3"", ""sodium hydroxide"", ""PEG"", ""H2O2"", ""Ultrapure Milli-Q water""]",,poly(ethylene glycol),poly(ethylene glycol),TMB+H2O2
10.1016.j.jcis.2021.06.073,mistral,mistral-large-latest,./prompts/prompt5.txt,25570,78683,1073,2809,RuO2,peroxidase,tetragonal,,,,,,,,,,,,,,124 nm,124.0,,,0.11 mM,0.11,10.79 µM/s,0.01079,,,,,,,,,,,100 µg/mL,0.1,50 µM,0.05,6.0,30 °C,"[""RuCl3"", ""sodium hydroxide"", ""PEG"", ""H2O2"", ""Ultrapure Milli-Q water""]",,poly(ethylene glycol),poly(ethylene glycol),H2O2+TMB
10.1016.j.molliq.2005.10.001,mistral,mistral-large-latest,./prompts/prompt5.txt,1870,6493,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1021.ic061130x,mistral,mistral-large-latest,./prompts/prompt5.txt,14435,40206,405,859,"13,16-dicarboxyethyl-2,7-diethyl-3,6,12,17-tetramethylporphycenatoiron(III)",peroxidase,monoclinic,planar,,,,,,,,,,,,,,,,,~2.5 mM,2.5,0.230 mM/s,0.23,,,,,,,1 mM,1.0,1 mM,1.0,1 µM,,20 mM,20.0,7 unit pH,20 °C,"[""13,16-dicarboxyethyl-2,7-diethyl-3,6,12,17-tetramethylporphycenatoiron(III)"", ""imidazole""]",,,,H2O2+TMB
10.1104.pp.52.3.263,mistral,mistral-large-latest,./prompts/prompt5.txt,9838,29159,368,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1207.s15327914nc4602_04,mistral,mistral-large-latest,./prompts/prompt5.txt,8521,27266,296,809,Na2SeO3,glutathione peroxidase,,,,,,,,,,,,,,,,,,,7 mM tertiary butylhydroperoxide,,23.5 nmol NADPH/min/mg protein,,,,,,,,,,,,,,,,,,[],,,,TMB+H2O2
10.1042.bst009190pb,mistral,mistral-large-latest,./prompts/prompt5.txt,2584,8435,260,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.apcatb.2019.05.012,mistral,mistral-large-latest,./prompts/prompt5.txt,16819,50900,674,1498,CH-Cu,laccase,,spherical,,,,,,,,,,,,,30 nm - 80 nm,55.0,30.0,80.0,0.42 mM,0.42,7.32 mM/min,0.122,,,-0.72 mV,-0.72,,,,,,,0.1 mg/mL,0.1,,,6.8,25 °C,"[""cysteine-histidine dipeptide"", ""CuCl2"", ""DMF""]",,,,"2,4-DP+4-AP"
10.1016.j.apcatb.2019.05.012,mistral,mistral-large-latest,./prompts/prompt5.txt,16819,50900,674,1498,CH-Cu,laccase,,spherical,,,,,,,,,,,,,30 nm - 80 nm,55.0,30.0,80.0,0.58 mM,0.58,2.74 mM/min,0.04566666666666667,,,-0.72 mV,-0.72,,,,,,,0.1 mg/mL,0.1,,,6.8,25 °C,"[""cysteine-histidine dipeptide"", ""CuCl2"", ""DMF""]",,,,epinephrine
10.1021.jf801400h,mistral,mistral-large-latest,./prompts/prompt5.txt,16481,49678,1130,2643,Turnip Peroxidase (TP),peroxidase,,,,,,,,,,,,,,,,,,,0.56 mM,0.56,33000 s-1,,,,,,40 kDa,40000.0,0.1 mM,0.1,5 mM,5.0,0.4 mg L-1,,2 mM,2.0,6.0,25 °C,"[""methoxypolyethylene glycol (MPEG)"", ""cyanuric chloride"", ""phenol"", ""2-chlorophenol"", ""3-chlorophenol"", ""2,4-dichlorophenol"", ""polyethylene glycol (PEG)"", ""4-aminoantipyrine"", ""K3Fe(CN)6"", ""ABTS"", ""2,4,6-trinitrobenzenesulfonic acid (TNBS)"", ""sodium alginate"", ""hydrogen peroxide"", ""catalase"", ""Affi-gel 10"", ""potassium phosphate buffer"", ""Tris-HCl buffer"", ""borate buffer"", ""carbonate buffer"", ""citrate buffer"", ""acetone"", ""sodium citrate"", ""calcium chloride"", ""alum""]",,,,TMB+H2O2
10.1021.jf801400h,mistral,mistral-large-latest,./prompts/prompt5.txt,16481,49678,1130,2643,Modified Turnip Peroxidase (MTP),peroxidase,,,,,,,,,,,,,,,,,,,0.60 mM,0.6,38000 s-1,,,,,,40 kDa,40000.0,0.1 mM,0.1,5 mM,5.0,0.4 mg L-1,,2 mM,2.0,6.0,25 °C,"[""methoxypolyethylene glycol (MPEG)"", ""cyanuric chloride"", ""phenol"", ""2-chlorophenol"", ""3-chlorophenol"", ""2,4-dichlorophenol"", ""polyethylene glycol (PEG)"", ""4-aminoantipyrine"", ""K3Fe(CN)6"", ""ABTS"", ""2,4,6-trinitrobenzenesulfonic acid (TNBS)"", ""sodium alginate"", ""hydrogen peroxide"", ""catalase"", ""Affi-gel 10"", ""potassium phosphate buffer"", ""Tris-HCl buffer"", ""borate buffer"", ""carbonate buffer"", ""citrate buffer"", ""acetone"", ""sodium citrate"", ""calcium chloride"", ""alum""]",methoxypolyethylene glycol (MPEG),,,TMB+H2O2
10.1016.j.inoche.2020.108331,mistral,mistral-large-latest,./prompts/prompt5.txt,1832,6602,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.s0167-5273(10)70180-7,mistral,mistral-large-latest,./prompts/prompt5.txt,4075,14359,258,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.freeradbiomed.2004.03.006,mistral,mistral-large-latest,./prompts/prompt5.txt,7839,21959,692,1546,SOD1,peroxidase,,,,,,,,,,,,,,,,,,,~25 mM,25.0,~0.013 mM/s,0.013,,,,,,,,,,,0.2 mg/ml,0.2,1 mM,1.0,8.0 - 10.5,23 °C,"[""NADPH"", ""uric acid"", ""H2O2"", ""sodium pyrophosphate"", ""NaOH"", ""H2SO4""]",,,,H2O2+TMB
10.1016.j.freeradbiomed.2004.03.006,mistral,mistral-large-latest,./prompts/prompt5.txt,7839,21959,692,1546,SOD1,peroxidase,,,,,,,,,,,,,,,,,,,~25 mM,25.0,~0.013 mM/s,0.013,,,,,,,,,,,0.2 mg/ml,0.2,1 mM,1.0,8.0 - 10.5,23 °C,"[""NADPH"", ""uric acid"", ""H2O2"", ""sodium pyrophosphate"", ""NaOH"", ""H2SO4""]",,,,TMB+H2O2
10.1515.hfsg.1991.45.3.169,mistral,mistral-large-latest,./prompts/prompt5.txt,8040,26280,274,648,,peroxidase,,,,,,,,,,,,,,,,,,,0.1 mM,0.1,,,,,,,,,,,,,,,27 µM,0.027,,4 °C,[],,,,H2O2+guaiacol
10.1080.01904168609363524,mistral,mistral-large-latest,./prompts/prompt5.txt,9340,26529,627,1436,FeEDDHA,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,30 °C,"[""FeEDDHA"", ""MnSO4"", ""CaSO4"", ""NO3"", ""H2PO4"", ""SO4"", ""K"", ""Ca"", ""Mg"", ""B"", ""Cu"", ""Zn"", ""Mo""]",,,,
10.1080.01904168609363524,mistral,mistral-large-latest,./prompts/prompt5.txt,9340,26529,627,1436,MnSO4,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,30 °C,"[""FeEDDHA"", ""MnSO4"", ""CaSO4"", ""NO3"", ""H2PO4"", ""SO4"", ""K"", ""Ca"", ""Mg"", ""B"", ""Cu"", ""Zn"", ""Mo""]",,,,
10.1016.j.molcatb.2013.02.005,mistral,mistral-large-latest,./prompts/prompt5.txt,11234,33228,895,1989,L29H/F43H Mb,peroxidase,,,,,,,,,,,,,,,,,,,218 µM,0.218,,,,,,,,,2.5 µM,0.0025,500 µM,0.5,,,4.8 mM,4.8,7.0,25 ℃,[],,,,guaiacol+H2O2
10.1016.j.molcatb.2013.02.005,mistral,mistral-large-latest,./prompts/prompt5.txt,11234,33228,895,1989,Cu(II)-L29H/F43H Mb,peroxidase,,,,,,,,,,,,,,,,,,,80 µM,0.08,,,,,,,,,2.5 µM,0.0025,500 µM,0.5,,,4.8 mM,4.8,7.0,25 ℃,[],,,,guaiacol+H2O2
10.1016.j.molcatb.2013.02.005,mistral,mistral-large-latest,./prompts/prompt5.txt,11234,33228,895,1989,Zn(II)-L29H/F43H Mb,peroxidase,,,,,,,,,,,,,,,,,,,110 µM,0.11,,,,,,,,,2.5 µM,0.0025,500 µM,0.5,,,4.8 mM,4.8,7.0,25 ℃,[],,,,guaiacol+H2O2
10.1039.c7tb02676e,mistral,mistral-large-latest,./prompts/prompt5.txt,25125,65108,4112,8756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.s0044-328x(79)80121-x,mistral,mistral-large-latest,./prompts/prompt5.txt,5262,17198,266,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1089.thy.2006.0308,mistral,mistral-large-latest,./prompts/prompt5.txt,7068,23212,640,1546,Sunitinib,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 µM,,,,7.3,37 °C,"[""bovine serum albumin"", ""glucose"", ""glucose oxidase"", ""lactoperoxidase"", ""KI"", ""125I-iodide"", ""guaiacol"", ""hydrogen peroxide""]",,,,iodination
10.1089.thy.2006.0308,mistral,mistral-large-latest,./prompts/prompt5.txt,7068,23212,640,1546,Sunitinib,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 µM,,8 mM,8.0,7.3,,"[""guaiacol"", ""lactoperoxidase"", ""hydrogen peroxide""]",,,,guaiacol oxidation
10.1002.slct.202002136,mistral,mistral-large-latest,./prompts/prompt5.txt,12033,32446,692,1734,Fe3O4,Peroxidase,,Spherical,,,,,,,,,,,,,50 nm,50.0,,,1.9×10−6 mM,,1.25×10−8 mM/s,,,,,,,,1.4 μM,0.0014,86.0 μM,0.08600000000000001,0.3 mg/mL,0.3,,,4.0,room temperature,"[""FeCl3.6H2O"", ""NaAc.3H2O"", ""Ethylene glycol"", ""Silk fibroin solution"", ""ethanol""]",,,,TMB+H2O2
10.1002.slct.202002136,mistral,mistral-large-latest,./prompts/prompt5.txt,12033,32446,692,1734,Fe3O4,Peroxidase,,Spherical,,,,,,,,,,,,,50 nm,50.0,,,4.8×10−4 mM,,2.5×10−8 mM/s,,,,,,,,,,,,0.3 mg/mL,0.3,,,4.0,room temperature,"[""FeCl3.6H2O"", ""NaAc.3H2O"", ""Ethylene glycol"", ""Silk fibroin solution"", ""ethanol""]",,,,H2O2+TMB
10.1021.acssuschemeng.9b01694,mistral,mistral-large-latest,./prompts/prompt5.txt,13026,36835,395,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1126.sciadv.aav5490,mistral,mistral-large-latest,./prompts/prompt5.txt,15362,46946,1063,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1039.c9cy01855g,mistral,mistral-large-latest,./prompts/prompt5.txt,20393,60687,5406,11551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.3181.0812-rm-369,mistral,mistral-large-latest,./prompts/prompt5.txt,16774,48855,656,1609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1134.s0003683813060124,mistral,mistral-large-latest,./prompts/prompt5.txt,11676,32261,324,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1104.pp.99.3.872,mistral,mistral-large-latest,./prompts/prompt5.txt,12578,40614,696,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1039.d1ra04877e,mistral,mistral-large-latest,./prompts/prompt5.txt,17551,47163,1925,4339,Cu(NO3)2*3H2O,peroxidase,,polyhedron,,,,,,,,,,,,,,,,,0.54 mM,0.54,7.87×10^-8 M s^-1,7.87e-05,,,,,,,0.05 mM,0.05,1 mM,1.0,0.06 mg mL^-1,0.06,0.4 mM,0.4,7.4,30 °C,"[""1,3,5-Benzenetricarboxylic acid (H3BTC)"", ""Copper nitrate trihydrate (Cu(NO3)2*3H2O)"", ""Sodium acetate (NaAc)"", ""Acetic acid (HAc)"", ""Ethanol absolute"", ""Phosphate buffered saline (PBS)"", ""Sodium hydroxide (NaOH)"", ""Hydrochloric acid (HCl)"", ""Glucose oxidase (GOX)"", ""Glucose"", ""Maltose"", ""Lactose"", ""Sucrose""]",,,,H2O2+OPDA
10.1039.d1ra04877e,mistral,mistral-large-latest,./prompts/prompt5.txt,17551,47163,1925,4339,Cu(NO3)2*3H2O,peroxidase,,polyhedron,,,,,,,,,,,,,,,,,0.456 mM,0.456,2.478×10^-8 M s^-1,2.4780000000000003e-05,,,,,,,0.1 mM,0.1,0.9 mM,0.9,0.06 mg mL^-1,0.06,3.5 mM,3.5,4.0,30 °C,"[""1,3,5-Benzenetricarboxylic acid (H3BTC)"", ""Copper nitrate trihydrate (Cu(NO3)2*3H2O)"", ""Sodium acetate (NaAc)"", ""Acetic acid (HAc)"", ""Ethanol absolute"", ""Phosphate buffered saline (PBS)"", ""Sodium hydroxide (NaOH)"", ""Hydrochloric acid (HCl)"", ""Glucose oxidase (GOX)"", ""Glucose"", ""Maltose"", ""Lactose"", ""Sucrose""]",,,,TMB+H2O2
10.1039.d1ra04877e,mistral,mistral-large-latest,./prompts/prompt5.txt,17551,47163,1925,4339,Cu(NO3)2*3H2O,peroxidase,,polyhedron,,,,,,,,,,,,,,,,,~242 mM,242.0,~11.9×10^-8 M s^-1,0.000119,,,,,,,10 mM,10.0,90 mM,90.0,0.06 mg mL^-1,0.06,0.4 mM,0.4,7.4,30 °C,"[""1,3,5-Benzenetricarboxylic acid (H3BTC)"", ""Copper nitrate trihydrate (Cu(NO3)2*3H2O)"", ""Sodium acetate (NaAc)"", ""Acetic acid (HAc)"", ""Ethanol absolute"", ""Phosphate buffered saline (PBS)"", ""Sodium hydroxide (NaOH)"", ""Hydrochloric acid (HCl)"", ""Glucose oxidase (GOX)"", ""Glucose"", ""Maltose"", ""Lactose"", ""Sucrose""]",,,,H2O2+OPDA
10.1039.d1ra04877e,mistral,mistral-large-latest,./prompts/prompt5.txt,17551,47163,1925,4339,Cu(NO3)2*3H2O,peroxidase,,polyhedron,,,,,,,,,,,,,,,,,~2.06 mM,2.06,~5.45×10^-8 M s^-1,5.45e-05,,,,,,,0.02 mM,0.02,0.6 mM,0.6,0.06 mg mL^-1,0.06,0.2 mM,0.2,4.0,30 °C,"[""1,3,5-Benzenetricarboxylic acid (H3BTC)"", ""Copper nitrate trihydrate (Cu(NO3)2*3H2O)"", ""Sodium acetate (NaAc)"", ""Acetic acid (HAc)"", ""Ethanol absolute"", ""Phosphate buffered saline (PBS)"", ""Sodium hydroxide (NaOH)"", ""Hydrochloric acid (HCl)"", ""Glucose oxidase (GOX)"", ""Glucose"", ""Maltose"", ""Lactose"", ""Sucrose""]",,,,H2O2+TMB
10.1016.0734-9750(90)91268-l,mistral,mistral-large-latest,./prompts/prompt5.txt,3745,13590,269,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.s002449910047,mistral,mistral-large-latest,./prompts/prompt5.txt,7617,23658,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.talanta.2018.02.020,mistral,mistral-large-latest,./prompts/prompt5.txt,9451,29043,1005,2476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1104.pp.52.3.274,mistral,mistral-large-latest,./prompts/prompt5.txt,10034,28612,613,1359,Oryza sativa L.,peroxidase,,,,,,,,,,,,,,,,,,,~0.5 µM,0.0005,~45.5 µM/min,0.0007583333333333334,,,,,,,~11.5 µM,0.0115,~45.5 µM,0.0455,,,~11.5 µM,0.0115,6.0,30 °C,"[""pyrogallol""]",,,,H2O2+TMB
10.1104.pp.52.3.274,mistral,mistral-large-latest,./prompts/prompt5.txt,10034,28612,613,1359,Oryza sativa L.,catalase,,,,,,,,,,,,,,,,,,,~198 µM,0.198,~1190 µM/min,0.019833333333333335,,,,,,,~198 µM,0.198,~2020 µM,2.02,,,,,7.0,30 °C,"[""H2O2""]",,,,H2O2
