doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,polymer_used_in_synthesis,surfactant,reaction_type
10.1016.j.plaphy.2014.11.016,mistral,mistral-small-latest,./prompts/prompt4.txt,13314,42445,1015,3570,,ascorbate peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,"[""potassium phosphate buffer"", ""EDTA"", ""PVPP"", ""PMSF"", ""sorbitol"", ""2-ME""]",,,
10.1016.j.jelechem.2021.115522,mistral,mistral-small-latest,./prompts/prompt4.txt,13839,49841,269,887,AgNPs,oxidase,,nanoparticles,,,,,,,,,,,,,,,,,29 μM,0.029,100 μA,,1636.73 m^2 g^-1,1636.73,,,,,0.2 μM,0.0002,125 μM,0.125,,,,,7.4,,"[""black phosphorus crystals"", ""N-methyl-2-pyrrolidone (NMP)"", ""AgNO3""]",,,8-OHdG
10.1002.chem.202100299,mistral,mistral-small-latest,./prompts/prompt4.txt,11923,39516,1074,3442,AuNP1,phosphodiesterase,,,,,,,,,,,,,,,,,,,2.98e-5 M,0.029800000000000004,,,,,,,,,0 M,0.0,3.7e-5 M,0.037000000000000005,5.0e-6 M,,,,7.5,25 °C,"[""1,4,7-triazacyclononane"", ""Zn(II)""]",,,UPNP
10.1002.chem.202100299,mistral,mistral-small-latest,./prompts/prompt4.txt,11923,39516,1074,3442,AuNP1,phosphodiesterase,,,,,,,,,,,,,,,,,,,5.80e-4 M,0.58,,,,,,,,,0 M,0.0,3.7e-5 M,0.037000000000000005,2.5e-5 M,,,,7.5,25 °C,"[""1,4,7-triazacyclononane"", ""Zn(II)""]",,,HPNP
10.1002.chem.202100299,mistral,mistral-small-latest,./prompts/prompt4.txt,11923,39516,1074,3442,AuNP1,phosphodiesterase,,,,,,,,,,,,,,,,,,,2.98e-5 M,0.029800000000000004,,,,,,,,,0 M,0.0,3.7e-5 M,0.037000000000000005,5.0e-6 M,,,,7.5,40 °C,"[""1,4,7-triazacyclononane"", ""Zn(II)""]",,,UPNP
10.1002.chem.202100299,mistral,mistral-small-latest,./prompts/prompt4.txt,11923,39516,1074,3442,AuNP1,phosphodiesterase,,,,,,,,,,,,,,,,,,,5.80e-4 M,0.58,,,,,,,,,0 M,0.0,3.7e-5 M,0.037000000000000005,2.5e-5 M,,,,7.5,40 °C,"[""1,4,7-triazacyclononane"", ""Zn(II)""]",,,HPNP
10.1038.s41598-020-61452-x,mistral,mistral-small-latest,./prompts/prompt4.txt,15030,39201,643,1942,PrO1.8,peroxidase,cubic,spherical,,,,,,,,,,,,,100-550 nm,325.0,100.0,550.0,0.0367 mM,0.0367,0.521 × 10^-8 M/s,5.21e-06,,,,,,,0.001 mM,0.001,0.33 mM,0.33,1 mg/mL,1.0,100 mM,100.0,3.5,40 °C,"[""Pr(NO3)3"", ""1-carboxymethyl-3-methylimidazolium chloride ([HO2CMMIm]Cl)"", ""N2H4\u00b7H2O"", ""water"", ""ethanol""]",,,TMB+H2O2
10.1038.s41598-020-61452-x,mistral,mistral-small-latest,./prompts/prompt4.txt,15030,39201,643,1942,PrO1.8,peroxidase,cubic,spherical,,,,,,,,,,,,,100-550 nm,325.0,100.0,550.0,0.1502 mM,0.1502,0.006298 × 10^-8 M/s,6.298e-08,,,,,,,3.3 mM,3.3,~100 mM,100.0,1 mg/mL,1.0,0.33 mM,0.33,3.5,40 °C,"[""Pr(NO3)3"", ""1-carboxymethyl-3-methylimidazolium chloride ([HO2CMMIm]Cl)"", ""N2H4\u00b7H2O"", ""water"", ""ethanol""]",,,H2O2+TMB
10.1039.C6RA01917J,mistral,mistral-small-latest,./prompts/prompt4.txt,13040,40339,753,2448,AuNPs@CDs,peroxidase,,spherical,,,,,,,,,,,,,16.3 ± 1.7 nm,16.3,14.600000000000001,18.0,0.0587 mM,0.0587,1.86 * 10^-8 M/s,1.86e-05,,,,,,,0 mM,0.0,~0.2 mM,0.2,1.5 mg/L,0.0015,300 mM,300.0,3.8,40 °C,"[""Chloroauric acid"", ""Urea"", ""Citric acid"", ""Sodium citrate"", ""Disodium hydrogen phosphate"", ""3,3\u2019,5,5\u2019-tetramethlbenzidine"", ""Horseradish peroxidase"", ""Terephthalic acid"", ""5,5\u2019-dimethyl-1-pyrroline-N-oxide"", ""Sodium polyacrylate"", ""Hydrogen peroxide""]",sodium polyacrylate,,TMB+H2O2
10.1039.C6RA01917J,mistral,mistral-small-latest,./prompts/prompt4.txt,13040,40339,753,2448,AuNPs@CDs,peroxidase,,spherical,,,,,,,,,,,,,16.3 ± 1.7 nm,16.3,14.600000000000001,18.0,~0.0587 mM,0.0587,~1.86 * 10^-8 M/s,1.86e-05,,,,,,,250 mM,250.0,350 mM,350.0,1.5 mg/L,0.0015,~0.2 mM,0.2,3.8,40 °C,"[""Chloroauric acid"", ""Urea"", ""Citric acid"", ""Sodium citrate"", ""Disodium hydrogen phosphate"", ""3,3\u2019,5,5\u2019-tetramethlbenzidine"", ""Horseradish peroxidase"", ""Terephthalic acid"", ""5,5\u2019-dimethyl-1-pyrroline-N-oxide"", ""Sodium polyacrylate"", ""Hydrogen peroxide""]",sodium polyacrylate,,H2O2+TMB
10.1007.s00709-007-0260-0,mistral,mistral-small-latest,./prompts/prompt4.txt,9321,32376,630,2224,,peroxidase,,,,,,,,,,,,,,,,,,,0.353 mM,0.353,,,,,,,,,,,,,,,2.5 mM,2.5,7.5,30 °C,"[""Hydroquinone"", ""H2O2"", ""Phosphate buffer"", ""KCN"", ""Cysteine"", ""Glutathione"", ""NAD(P)H"", ""Guaiacol"", ""4-chloro-1-naphthol"", ""NADH"", ""p-coumaric acid"", ""MnCl2"", ""Ascorbate"", ""Bovine serum albumin""]",,,HQ+H2O2
10.1007.s00709-007-0260-0,mistral,mistral-small-latest,./prompts/prompt4.txt,9321,32376,630,2224,,peroxidase,,,,,,,,,,,,,,,,,,,0.415 mM,0.415,,,,,,,,,,,,,,,1 mM,1.0,7.5,30 °C,"[""Hydroquinone"", ""H2O2"", ""Phosphate buffer"", ""KCN"", ""Cysteine"", ""Glutathione"", ""NAD(P)H"", ""Guaiacol"", ""4-chloro-1-naphthol"", ""NADH"", ""p-coumaric acid"", ""MnCl2"", ""Ascorbate"", ""Bovine serum albumin""]",,,H2O2+HQ
10.1023.b:qual.0000040312.26474.29,mistral,mistral-small-latest,./prompts/prompt4.txt,7830,24268,305,1065,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,5,25 °C,"[""ammonium nitrate"", ""calcium phosphate"", ""KCl"", ""trifluralin"", ""ethanol"", ""p-nitrophenyl-\u03b2-D-galacto-pyranoside"", ""Na2CO3"", ""guaiacol"", ""H2O2"", ""Na-acetate""]",,,H2O2+guaiacol
10.3390.antiox10020310,mistral,mistral-small-latest,./prompts/prompt4.txt,14128,49318,738,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1002.nano.202000021,mistral,mistral-small-latest,./prompts/prompt4.txt,18932,50827,3843,11317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1007.bf01700637,mistral,mistral-small-latest,./prompts/prompt4.txt,7122,24787,654,2391,,ascorbate peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0 mM,1.0,7.0,25 °C,"[""ascorbate"", ""KH2PO4/K2HPO4"", ""H2O2""]",,,TMB+H2O2
10.1007.bf01700637,mistral,mistral-small-latest,./prompts/prompt4.txt,7122,24787,654,2391,,dehydroascorbate reductase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""dehydroascorbate"", ""glutathione""]",,,
10.1007.bf01700637,mistral,mistral-small-latest,./prompts/prompt4.txt,7122,24787,654,2391,,glutathione reductase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""glutathione""]",,,
10.1530.acta.0.1010397,mistral,mistral-small-latest,./prompts/prompt4.txt,6366,22559,282,971,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8 mM,8.8,7.4,37 °C,"[""propylthiouracil (PTU)"", ""sodium oxalate"", ""guaiacol"", ""H2O2"", ""HCl"", ""NaCl"", ""cyclohexane"", ""2-2'-dihydroxydiphenyl""]",,,H2O2+guaiacol
10.1039.C5DT01585E,mistral,mistral-small-latest,./prompts/prompt4.txt,14272,42559,2569,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.s0021-9258(18)69695-4,mistral,mistral-small-latest,./prompts/prompt4.txt,5700,22423,212,783,,tryptophan peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""L-tryptophan""]",,,Tryptophan
10.1039.c5an02457a,mistral,mistral-small-latest,./prompts/prompt4.txt,11581,40770,559,1766,MoS2,peroxidase,hexagonal,sheet,,,,,,,,,,,,,0.7-1.5 nm,1.1,0.7,1.5,,,,,,,,,,,0.005 μM,5e-06,0.20 μM,0.0002,0.5 μg/mL,0.0005,100 μM,0.1,4.5,25 °C,"[""Na2MoO4\u00b72H2O"", ""thiourea"", ""HCl"", ""ultrapure water""]",,,OPD+H2O2
10.1039.c5an02457a,mistral,mistral-small-latest,./prompts/prompt4.txt,11581,40770,559,1766,MoS2,peroxidase,hexagonal,sheet,,,,,,,,,,,,,0.7-1.5 nm,1.1,0.7,1.5,,,,,,,,,,,0.005 μM,5e-06,0.20 μM,0.0002,0.5 μg/mL,0.0005,500 μM,0.5,4.5,25 °C,"[""Na2MoO4\u00b72H2O"", ""thiourea"", ""HCl"", ""ultrapure water""]",,,H2O2+OPD
10.1016.s1357-2725(99)00061-8,mistral,mistral-small-latest,./prompts/prompt4.txt,7855,29515,293,847,,peroxidase,,,,,,,,,,,,,,,,,,,~0.000000000001 mM,1e-12,~0.000000000001 mM/s,1e-12,,,,,,,0.000000000001 mM,1e-12,0.000000000001 mM,1e-12,,,100 mM,100.0,5,25 °C,"[""o-Phenylendiamine""]",,,H2O2+OPD
10.3390.s16040584,mistral,mistral-small-latest,./prompts/prompt4.txt,7376,24470,568,1775,V2O5,peroxidase,orthorhombic,nanowires,500 nm,500.0,,,,,,,,,,,,,,,0.738 mM,0.738,1.85e-5 M/s,0.018500000000000003,,,,,,,1 µM,0.001,500 µM,0.5,1 mM,,30% H2O2,,4.0,25 °C,"[""VOSO4"", ""KBrO3"", ""distilled water"", ""ethanol""]",,,TMB+H2O2
10.3390.s16040584,mistral,mistral-small-latest,./prompts/prompt4.txt,7376,24470,568,1775,V2O5,peroxidase,orthorhombic,nanowires,500 nm,500.0,,,,,,,,,,,,,,,0.232 mM,0.232,1.29e-5 M/s,0.012900000000000002,,,,,,,1 µM,0.001,10 mM,10.0,1 mM,,1.5 mM TMB,,4.0,25 °C,"[""VOSO4"", ""KBrO3"", ""distilled water"", ""ethanol""]",,,H2O2+TMB
10.1016.j.talanta.2018.11.081,mistral,mistral-small-latest,./prompts/prompt4.txt,7218,27514,513,1652,Ge,peroxidase,,spherical,,,,,,,,,,,,,2.4 ± 0.4 nm,2.4,2.0,2.8,0.187 mM,0.187,,,,,,,,,,,,,75 µg/mL,0.075,50 mM,50.0,4.0,37 °C,"[""tetrabutoxygermane"", ""NaBH4""]",,,H2O2+TMB
10.1016.j.talanta.2018.11.081,mistral,mistral-small-latest,./prompts/prompt4.txt,7218,27514,513,1652,Ge,peroxidase,,spherical,,,,,,,,,,,,,2.4 ± 0.4 nm,2.4,2.0,2.8,0.434 mM,0.434,,,,,,,,,,,,,75 µg/mL,0.075,~1 mM,1.0,4.0,37 °C,"[""tetrabutoxygermane"", ""NaBH4""]",,,TMB+H2O2
10.1016.j.carbon.2019.11.093,mistral,mistral-small-latest,./prompts/prompt4.txt,14800,51968,673,2092,Fe3C,peroxidase,hexagonal,nanodots,,,,,,,,,,,,,5 nm,5.0,,,0.08 mM,0.08,0.0015 mM/s,0.0015,,,,,,,0.5 µM,0.0005,100 µM,0.1,50 µg/mL,0.05,1 mM,1.0,4.0,25 °C,"[""Iron (II) sulfate heptahydrate (FeSO4\u00b77H2O)"", ""L-Histidine (His)"", ""Graphite rod"", ""Pt sheets"", ""Hydrogen peroxide 30% aqueous solution (H2O2)"", ""3, 3\u2019, 5, 5\u2019-Tetramethylbenzidine (TMB)""]",,,H2O2+TMB
10.1016.j.carbon.2019.11.093,mistral,mistral-small-latest,./prompts/prompt4.txt,14800,51968,673,2092,Fe3C,peroxidase,hexagonal,nanodots,,,,,,,,,,,,,5 nm,5.0,,,0.1 mM,0.1,0.0012 mM/s,0.0012,,,,,,,20 µM,0.02,1 mM,1.0,50 µg/mL,0.05,100 µM,0.1,4.0,25 °C,"[""Iron (II) sulfate heptahydrate (FeSO4\u00b77H2O)"", ""L-Histidine (His)"", ""Graphite rod"", ""Pt sheets"", ""Hydrogen peroxide 30% aqueous solution (H2O2)"", ""3, 3\u2019, 5, 5\u2019-Tetramethylbenzidine (TMB)""]",,,TMB+H2O2
10.1039.c7cc05409b,mistral,mistral-small-latest,./prompts/prompt4.txt,9103,30716,986,3124,Au-NCs,peroxidase,,,,,,,,,,,,,,,,,,,92.4 mM,92.4,8.47×10^-9 M/s,8.47e-06,,,,,,,,,,,5 µg/mL,0.005,0.5 mM,0.5,6.0,25 °C,"[""HAuCl4"", ""GSH""]",,,H2O2+TMB
10.1039.c7cc05409b,mistral,mistral-small-latest,./prompts/prompt4.txt,9103,30716,986,3124,Au-NCs,peroxidase,,,,,,,,,,,,,,,,,,,30.8 mM,30.8,3.39×10^-8 M/s,3.39e-05,,,,,,,,,,,5 µg/mL,0.005,0.5 mM,0.5,6.0,25 °C,"[""HAuCl4"", ""GSH""]",,,H2O2+TMB
10.1039.c7cc05409b,mistral,mistral-small-latest,./prompts/prompt4.txt,9103,30716,986,3124,Au-NCs,peroxidase,,,,,,,,,,,,,,,,,,,0.96 mM,0.96,7.52×10^-9 M/s,7.520000000000001e-06,,,,,,,,,,,5 µg/mL,0.005,50 mM,50.0,6.0,25 °C,"[""HAuCl4"", ""GSH""]",,,TMB+H2O2
10.1039.c7cc05409b,mistral,mistral-small-latest,./prompts/prompt4.txt,9103,30716,986,3124,Au-NCs,peroxidase,,,,,,,,,,,,,,,,,,,0.58 mM,0.58,4.13×10^-8 M/s,4.13e-05,,,,,,,,,,,5 µg/mL,0.005,50 mM,50.0,6.0,25 °C,"[""HAuCl4"", ""GSH""]",,,TMB+H2O2
10.1007.bf02138265,mistral,mistral-small-latest,./prompts/prompt4.txt,6548,21489,448,1594,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24 °C,"[""potassium gibberillate (GK)"", ""Amo-1618""]",,,
10.1007.bf02138265,mistral,mistral-small-latest,./prompts/prompt4.txt,6548,21489,448,1594,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,24 °C,"[""potassium gibberillate (GK)"", ""Amo-1618""]",,,
10.1177.26.1.413864,mistral,mistral-small-latest,./prompts/prompt4.txt,13709,52229,663,2230,HRP,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,21 °C,"[""Sigma Type VI HRP"", ""physiological saline solution (0.9% NaCl in distilled water, pH 7.4, and 21\u00b0C)"", ""quarter strength Karnovsky\u2019s aldehyde fixative (1.25% glutaraldehyde and 1% paraformaldehyde in 0.1 M phosphate buffer, pH 7.4, at 21\u00b0C)"", ""sucrose-buffer solution (10% sucrose in 0.1 M phosphate buffer, pH 7.4, and 4\u00b0C)""]",,,H2O2+TMB
10.1177.26.1.413864,mistral,mistral-small-latest,./prompts/prompt4.txt,13709,52229,663,2230,HRP,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,21 °C,"[""Sigma Type VI HRP"", ""physiological saline solution (0.9% NaCl in distilled water, pH 7.4, and 21\u00b0C)"", ""quarter strength Karnovsky\u2019s aldehyde fixative (1.25% glutaraldehyde and 1% paraformaldehyde in 0.1 M phosphate buffer, pH 7.4, at 21\u00b0C)"", ""sucrose-buffer solution (10% sucrose in 0.1 M phosphate buffer, pH 7.4, and 4\u00b0C)""]",,,TMB+H2O2
10.1021.acssuschemeng.9b05987.s001,mistral,mistral-small-latest,./prompts/prompt4.txt,1872,7064,417,1478,MXene@NiFe-LDH,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,H2O2+TMB
10.1021.acssuschemeng.9b05987.s001,mistral,mistral-small-latest,./prompts/prompt4.txt,1872,7064,417,1478,MXene@NiFe-LDH,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,TMB+H2O2
10.1021.acs.analchem.0c01815,mistral,mistral-small-latest,./prompts/prompt4.txt,21056,66332,624,1987,KFe[Fe(CN)6],peroxidase,,cubic,,,,,,,,,,,,,~5 nm,5.0,,,0.431 mM,0.431,,,,,,,,,0 mM,0.0,~1.5 mM,1.5,,,0.4% H2O2,,3.6,25 °C,"[""K3Fe(CN)6"", ""FeCl3"", ""AgNO3"", ""NaBH4"", ""NH4F"", ""H2O"", ""ethylene glycol"", ""TMB"", ""H2O2"", ""NaCl""]",,,TMB+H2O2
10.1021.acs.analchem.0c01815,mistral,mistral-small-latest,./prompts/prompt4.txt,21056,66332,624,1987,KFe[Fe(CN)6],peroxidase,,cubic,,,,,,,,,,,,,~5 nm,5.0,,,1.22 mM,1.22,,,,,,,,,0 mM,0.0,~0.4% H2O2,,,,1.5 mM TMB,,3.6,25 °C,"[""K3Fe(CN)6"", ""FeCl3"", ""AgNO3"", ""NaBH4"", ""NH4F"", ""H2O"", ""ethylene glycol"", ""TMB"", ""H2O2"", ""NaCl""]",,,H2O2+TMB
10.1007.s11356-017-8951-3,mistral,mistral-small-latest,./prompts/prompt4.txt,12089,44487,253,902,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 mM,10.0,7.0,25 °C,"[""guaiacol"", ""potassium phosphate buffer"", ""EDTA"", ""polyvinylpyrrolidone""]",polyvinylpyrrolidone,,guaiacol + H2O2
10.1016.j.plaphy.2015.03.003,mistral,mistral-small-latest,./prompts/prompt4.txt,12735,36831,3029,10264,HvGpx2,peroxidase,,monomer,,,,,,,,,,,,,,,,,0.8 mM,0.8,8.93 s^-1,,,,,,,,0.05 mM,0.05,5 mM,5.0,0.2 mM,,5 mM,5.0,8,25 °C,"[""LB medium"", ""IPTG"", ""Bugbuster reagent"", ""Benzonase"", ""Tris-HCl"", ""NaCl"", ""Imidazole"", ""EDTA"", ""DTNB"", ""N-acetyl cysteine"", ""NADPH"", ""BSA"", ""HvNTR2"", ""HvTrxh1"", ""HvTrxh2"", ""Trx1"", ""H2O2"", ""tBOOH"", ""COOH"", ""DTT"", ""Iodoacetamide"", ""Endoproteinase Asp-N""]",,,H2O2
10.1016.j.plaphy.2015.03.003,mistral,mistral-small-latest,./prompts/prompt4.txt,12735,36831,3029,10264,HvGpx2,peroxidase,,monomer,,,,,,,,,,,,,,,,,0.76 mM,0.76,8.66 s^-1,,,,,,,,0.05 mM,0.05,5 mM,5.0,0.2 mM,,5 mM,5.0,8,25 °C,"[""LB medium"", ""IPTG"", ""Bugbuster reagent"", ""Benzonase"", ""Tris-HCl"", ""NaCl"", ""Imidazole"", ""EDTA"", ""DTNB"", ""N-acetyl cysteine"", ""NADPH"", ""BSA"", ""HvNTR2"", ""HvTrxh1"", ""HvTrxh2"", ""Trx1"", ""H2O2"", ""tBOOH"", ""COOH"", ""DTT"", ""Iodoacetamide"", ""Endoproteinase Asp-N""]",,,tBOOH
10.1016.j.plaphy.2015.03.003,mistral,mistral-small-latest,./prompts/prompt4.txt,12735,36831,3029,10264,HvGpx2,peroxidase,,monomer,,,,,,,,,,,,,,,,,1.59 mM,1.59,8.64 s^-1,,,,,,,,0.05 mM,0.05,5 mM,5.0,0.2 mM,,5 mM,5.0,8,25 °C,"[""LB medium"", ""IPTG"", ""Bugbuster reagent"", ""Benzonase"", ""Tris-HCl"", ""NaCl"", ""Imidazole"", ""EDTA"", ""DTNB"", ""N-acetyl cysteine"", ""NADPH"", ""BSA"", ""HvNTR2"", ""HvTrxh1"", ""HvTrxh2"", ""Trx1"", ""H2O2"", ""tBOOH"", ""COOH"", ""DTT"", ""Iodoacetamide"", ""Endoproteinase Asp-N""]",,,COOH
10.1016.j.plaphy.2015.03.003,mistral,mistral-small-latest,./prompts/prompt4.txt,12735,36831,3029,10264,HvGpx2,peroxidase,,monomer,,,,,,,,,,,,,,,,,4.8 mM,4.8,4.0 s^-1,,,,,,,,0.5 mM,0.5,25 mM,25.0,0.2 mM,,1 mM,1.0,8,25 °C,"[""LB medium"", ""IPTG"", ""Bugbuster reagent"", ""Benzonase"", ""Tris-HCl"", ""NaCl"", ""Imidazole"", ""EDTA"", ""DTNB"", ""N-acetyl cysteine"", ""NADPH"", ""BSA"", ""HvNTR2"", ""HvTrxh1"", ""HvTrxh2"", ""Trx1"", ""H2O2"", ""tBOOH"", ""COOH"", ""DTT"", ""Iodoacetamide"", ""Endoproteinase Asp-N""]",,,tBOOH+HvTrxh1
10.1016.j.plaphy.2015.03.003,mistral,mistral-small-latest,./prompts/prompt4.txt,12735,36831,3029,10264,HvGpx2,peroxidase,,monomer,,,,,,,,,,,,,,,,,9.2 mM,9.2,6.6 s^-1,,,,,,,,0.5 mM,0.5,25 mM,25.0,0.2 mM,,1 mM,1.0,8,25 °C,"[""LB medium"", ""IPTG"", ""Bugbuster reagent"", ""Benzonase"", ""Tris-HCl"", ""NaCl"", ""Imidazole"", ""EDTA"", ""DTNB"", ""N-acetyl cysteine"", ""NADPH"", ""BSA"", ""HvNTR2"", ""HvTrxh1"", ""HvTrxh2"", ""Trx1"", ""H2O2"", ""tBOOH"", ""COOH"", ""DTT"", ""Iodoacetamide"", ""Endoproteinase Asp-N""]",,,tBOOH+HvTrxh2
10.1016.j.plaphy.2015.03.003,mistral,mistral-small-latest,./prompts/prompt4.txt,12735,36831,3029,10264,HvGpx2,peroxidase,,monomer,,,,,,,,,,,,,,,,,60 mM,60.0,5.2 s^-1,,,,,,,,0.5 mM,0.5,25 mM,25.0,0.2 mM,,1 mM,1.0,8,25 °C,"[""LB medium"", ""IPTG"", ""Bugbuster reagent"", ""Benzonase"", ""Tris-HCl"", ""NaCl"", ""Imidazole"", ""EDTA"", ""DTNB"", ""N-acetyl cysteine"", ""NADPH"", ""BSA"", ""HvNTR2"", ""HvTrxh1"", ""HvTrxh2"", ""Trx1"", ""H2O2"", ""tBOOH"", ""COOH"", ""DTT"", ""Iodoacetamide"", ""Endoproteinase Asp-N""]",,,tBOOH+Trx1
10.1016.j.plaphy.2015.03.003,mistral,mistral-small-latest,./prompts/prompt4.txt,12735,36831,3029,10264,HvGpx2,peroxidase,,dimer,,,,,,,,,,,,,,,,,6.6 mM,6.6,1 s^-1,,,,,,,,0.5 mM,0.5,25 mM,25.0,0.2 mM,,1 mM,1.0,8,25 °C,"[""LB medium"", ""IPTG"", ""Bugbuster reagent"", ""Benzonase"", ""Tris-HCl"", ""NaCl"", ""Imidazole"", ""EDTA"", ""DTNB"", ""N-acetyl cysteine"", ""NADPH"", ""BSA"", ""HvNTR2"", ""HvTrxh1"", ""HvTrxh2"", ""Trx1"", ""H2O2"", ""tBOOH"", ""COOH"", ""DTT"", ""Iodoacetamide"", ""Endoproteinase Asp-N""]",,,tBOOH+HvTrxh1
10.1016.j.plaphy.2015.03.003,mistral,mistral-small-latest,./prompts/prompt4.txt,12735,36831,3029,10264,HvGpx2,peroxidase,,dimer,,,,,,,,,,,,,,,,,12.3 mM,12.3,1.6 s^-1,,,,,,,,0.5 mM,0.5,25 mM,25.0,0.2 mM,,1 mM,1.0,8,25 °C,"[""LB medium"", ""IPTG"", ""Bugbuster reagent"", ""Benzonase"", ""Tris-HCl"", ""NaCl"", ""Imidazole"", ""EDTA"", ""DTNB"", ""N-acetyl cysteine"", ""NADPH"", ""BSA"", ""HvNTR2"", ""HvTrxh1"", ""HvTrxh2"", ""Trx1"", ""H2O2"", ""tBOOH"", ""COOH"", ""DTT"", ""Iodoacetamide"", ""Endoproteinase Asp-N""]",,,tBOOH+HvTrxh2
10.1016.j.elecom.2007.01.042,mistral,mistral-small-latest,./prompts/prompt4.txt,7948,28103,288,939,HRP,peroxidase,,,,,,,,,,,,,,,,,,,2.9 * 10^-5 mol/L,0.029,,,,,,,,,6.10 * 10^-7 mol/L,0.00061,1.32 * 10^-4 mol/L,0.132,,,1.06 * 10^-5 mol/L,0.010600000000000002,,25 °C,"[""HRP"", ""agarose"", ""DMF"", ""phosphate buffer solution"", ""[bmim][BF4]""]",agarose,,H2O2
10.1111.j.1744-7348.1970.tb04567.x,mistral,mistral-small-latest,./prompts/prompt4.txt,5796,21511,642,2465,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05 M,50.0,6.1,23 °C,"[""kieselguhr"", ""distilled water"", ""phosphate buffer"", ""tris buffer"", ""ascorbic acid"", ""cysteine hydrochloride"", ""pyrogallol"", ""hydrogen peroxide"", ""p-anisidine"", ""pyrogallol"", ""benzidine"", ""chlorogenic acid"", ""gallic acid"", ""o-phenylenediamine"", ""guaiacol"", ""quinol"", ""catechol""]",,,H2O2+pyrogallol
10.1111.j.1744-7348.1970.tb04567.x,mistral,mistral-small-latest,./prompts/prompt4.txt,5796,21511,642,2465,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 %,,6.1,23 °C,"[""kieselguhr"", ""distilled water"", ""phosphate buffer"", ""tris buffer"", ""ascorbic acid"", ""cysteine hydrochloride"", ""pyrogallol"", ""hydrogen peroxide"", ""p-anisidine"", ""pyrogallol"", ""benzidine"", ""chlorogenic acid"", ""gallic acid"", ""o-phenylenediamine"", ""guaiacol"", ""quinol"", ""catechol""]",,,pyrogallol+H2O2
10.1016.0022-2828(78)90340-1,mistral,mistral-small-latest,./prompts/prompt4.txt,6536,23765,350,1285,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88 mM,0.88,7.0,25 °C,"[""doxorubicin hydrochloride"", ""sodium chloride"", ""sucrose"", ""EDTA"", ""Tris-HCl"", ""potassium phosphate buffer"", ""EDTA"", ""NaNs"", ""NADPH"", ""GSSG-reductase"", ""GSH"", ""H2O2"", ""glutaraldehyde"", ""cacodylate"", ""ethanol"", ""Epon"", ""uranyl acetate"", ""lead"", ""selenium""]",,,GSH + H2O2
10.1556.APhysiol.101.2014.003,mistral,mistral-small-latest,./prompts/prompt4.txt,13065,41418,1034,3817,,superoxide dismutase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,22 °C,"[""N-methyl-D-aspartic acid (NMDA)"", ""0.9% NaCl solution"", ""phosphate buffer"", ""K2HPO4"", ""KH2PO4"", ""EDTA"", ""BSA"", ""cytochrome"", ""TCA"", ""EDTA"", ""p-phenylenediamine (PPD)"", ""Bradford reagent"", ""bovine serum albumin"", ""trichloroacetic acid (TCA)"", ""EDTA"", ""phosphate buffer"", ""Ellman's reagent""]",,,
