doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,polymer_used_in_synthesis,surfactant,reaction_type
10.1007.bf00187758,mistral,mistral-small-latest,./prompts/prompt4.txt,11443.0,38670,2411.0,7697,ZPOA,peroxidase,,,,,,,,,,,,,,,,,,,0.14 mM,0.14,13200 min^-1,,,,,,,,2 x 10^-5 M,0.02,2 x 10^-4 M,0.2,4 x 10^-8 M,,2 x 10^-4 M,0.2,7.0,25 °C,"[""sodium borate"", ""acetone"", ""Tris-HCl buffer"", ""Sephadex G100"", ""phosphate buffer"", ""CM-Sephadex C50"", ""DEAE-Sephadex A50"", ""ampholyte"", ""NaOH"", ""H3PO4""]",,,H2O2 + hydroquinone
10.1007.bf00187758,mistral,mistral-small-latest,./prompts/prompt4.txt,11443.0,38670,2411.0,7697,ZPOA,peroxidase,,,,,,,,,,,,,,,,,,,0.23 mM,0.23,10800 min^-1,,,,,,,,2 x 10^-5 M,0.02,2 x 10^-4 M,0.2,4 x 10^-8 M,,2 x 10^-4 M,0.2,7.0,25 °C,"[""sodium borate"", ""acetone"", ""Tris-HCl buffer"", ""Sephadex G100"", ""phosphate buffer"", ""CM-Sephadex C50"", ""DEAE-Sephadex A50"", ""ampholyte"", ""NaOH"", ""H3PO4""]",,,H2O2 + 4-methylcatechol
10.1007.bf00187758,mistral,mistral-small-latest,./prompts/prompt4.txt,11443.0,38670,2411.0,7697,ZPOA,peroxidase,,,,,,,,,,,,,,,,,,,0.33 mM,0.33,3000 min^-1,,,,,,,,2 x 10^-5 M,0.02,2 x 10^-4 M,0.2,4 x 10^-8 M,,2 x 10^-4 M,0.2,7.0,25 °C,"[""sodium borate"", ""acetone"", ""Tris-HCl buffer"", ""Sephadex G100"", ""phosphate buffer"", ""CM-Sephadex C50"", ""DEAE-Sephadex A50"", ""ampholyte"", ""NaOH"", ""H3PO4""]",,,H2O2 + catechol
10.1007.bf00187758,mistral,mistral-small-latest,./prompts/prompt4.txt,11443.0,38670,2411.0,7697,ZPOA,peroxidase,,,,,,,,,,,,,,,,,,,0.29 mM,0.29,580 min^-1,,,,,,,,2 x 10^-5 M,0.02,2 x 10^-4 M,0.2,4 x 10^-8 M,,2 x 10^-4 M,0.2,7.0,25 °C,"[""sodium borate"", ""acetone"", ""Tris-HCl buffer"", ""Sephadex G100"", ""phosphate buffer"", ""CM-Sephadex C50"", ""DEAE-Sephadex A50"", ""ampholyte"", ""NaOH"", ""H3PO4""]",,,H2O2 + p-hydroxybenzoic acid
10.1007.bf00187758,mistral,mistral-small-latest,./prompts/prompt4.txt,11443.0,38670,2411.0,7697,HRPA,peroxidase,,,,,,,,,,,,,,,,,,,0.15 mM,0.15,1200 min^-1,,,,,,,,2 x 10^-5 M,0.02,2 x 10^-4 M,0.2,4 x 10^-8 M,,2 x 10^-4 M,0.2,7.0,25 °C,"[""phosphate buffer"", ""EDTA""]",,,H2O2 + hydroquinone
10.1007.bf00187758,mistral,mistral-small-latest,./prompts/prompt4.txt,11443.0,38670,2411.0,7697,HRPA,peroxidase,,,,,,,,,,,,,,,,,,,0.29 mM,0.29,1700 min^-1,,,,,,,,2 x 10^-5 M,0.02,2 x 10^-4 M,0.2,4 x 10^-8 M,,2 x 10^-4 M,0.2,7.0,25 °C,"[""phosphate buffer"", ""EDTA""]",,,H2O2 + 4-methylcatechol
10.1007.bf00187758,mistral,mistral-small-latest,./prompts/prompt4.txt,11443.0,38670,2411.0,7697,HRPA,peroxidase,,,,,,,,,,,,,,,,,,,0.35 mM,0.35,280 min^-1,,,,,,,,2 x 10^-5 M,0.02,2 x 10^-4 M,0.2,4 x 10^-8 M,,2 x 10^-4 M,0.2,7.0,25 °C,"[""phosphate buffer"", ""EDTA""]",,,H2O2 + catechol
10.1007.bf00187758,mistral,mistral-small-latest,./prompts/prompt4.txt,11443.0,38670,2411.0,7697,HRPA,peroxidase,,,,,,,,,,,,,,,,,,,0.36 mM,0.36,20 min^-1,,,,,,,,2 x 10^-5 M,0.02,2 x 10^-4 M,0.2,1.44 x 10^-7 M,,2 x 10^-4 M,0.2,7.0,25 °C,"[""phosphate buffer"", ""EDTA""]",,,H2O2 + p-hydroxybenzoic acid
10.1016.j.jtemb.2010.12.005,mistral,mistral-small-latest,./prompts/prompt4.txt,4118.0,14946,252.0,908,Se,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 ± 1 °C,"[""Sodium pentobarbital"", ""EDTA"", ""Nitric acid"", ""Perchloric acid"", ""Chloridric acid""]",,,GSH + H2O2
10.1007.s11104-005-0503-9,mistral,mistral-small-latest,./prompts/prompt4.txt,11798.0,45945,384.0,1168,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06% H2O2,,5.5,25 °C,"[""KNO3"", ""Ca(NO3)2"", ""MgSO4 \u00d7 7H2O"", ""NaH2PO4 \u00d7 2H2O"", ""MgSO4 \u00d7 7H2O"", ""Na2HPO4 \u00d7 12H2O"", ""K2SO4"", ""CaCl2"", ""KCl"", ""H3BO3"", ""MnSO4 \u00d7 H2O"", ""ZnSO4 \u00d7 7H2O"", ""CuSO4 \u00d7 5H2O"", ""H2MoO4"", ""Fe-EDTA""]",,,H2O2 + guaiacol
10.1166.jnn.2007.095,mistral,mistral-small-latest,./prompts/prompt4.txt,6514.0,23232,275.0,968,Hb,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5×10^-6 M,0.004999999999999999,1.25×10^-4 M,0.125,,,,,6.0,25 °C,"[""Hemoglobin (Hb)"", ""Sodium dihydrogen phosphate"", ""Disodium hydrogen phosphate"", ""o-phenylenediamine"", ""Hydrogen peroxide (30 wt%)""]",o-phenylenediamine,,H2O2
10.1016.0891-5849(88)90022-6,mistral,mistral-small-latest,./prompts/prompt4.txt,11187.0,36311,372.0,1240,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mM,0.25,7.6,37 °C,"[""GSH"", ""glutathione reductase (GR; Type III from Bakers Yeast)"", ""13-NADPH (Type I, tetrasodium salt)"", ""Triton X-100"", ""H2O2"", ""sodium azide"", ""EDTA"", ""Tris buffer"", ""phosphate buffer"", ""sucrose"", ""Triton X-100"", ""Drabkin's Reagent"", ""KCN"", ""K3Fe(CN)6"", ""NaHCO3""]",,Triton X-100,H2O2+GSH
10.1016.j.biocel.2008.08.032,mistral,mistral-small-latest,./prompts/prompt4.txt,11406.0,37050,1075.0,4028,,peroxidase,,,,,,,,,,,,,,,,,,,2.81e-4 M,0.281,2896 min^-1,,,,,,14519.3 ± 20 g/mol,14519.3,,,,,,,1 mM,1.0,7.0,37 °C,"[""NADPH"", ""glutathione reductase"", ""restriction enzymes"", ""T4 DNA ligase"", ""Taq polymerase"", ""Pfu polymerase"", ""DpnI"", ""PET-22b expression vector"", ""TAKARA minipreps DNA purification system"", ""glutathione-Sepharose 4B"", ""DH5\u03b1"", ""BL21(DE3)"", ""BL21cys"", ""TGR expression vector pMTGR-EX"", ""M9 minimal medium"", ""isopropyl-1-thio-\u03b2-d-galactopyranoside"", ""glutathione-Sepharose 4B"", ""Sephadex G-75"", ""bovine serum albumin"", ""Bradford protein assay"", ""Hoefer MightySmall II electrophoresis unit"", ""UV/vis spectrophotometer"", ""SHIMADZU UV-2450"", ""hydrogen peroxide"", ""cumene hydroperoxide"", ""tert-butyl hydroperoxide"", ""NADPH"", ""glutathione reductase"", ""potassium phosphate buffer"", ""NADPH"", ""EDTA"", ""glutathione reductase"", ""HED"", ""potassium phosphate buffer"", ""sinapinic acid"", ""acetonitrile"", ""TFA""]",,,H2O2+GSH
10.1016.j.biocel.2008.08.032,mistral,mistral-small-latest,./prompts/prompt4.txt,11406.0,37050,1075.0,4028,,peroxidase,,,,,,,,,,,,,,,,,,,0.70e-4 M,0.06999999999999999,1085 min^-1,,,,,,14519.3 ± 20 g/mol,14519.3,,,,,,,0.5 mM,0.5,7.0,37 °C,"[""NADPH"", ""glutathione reductase"", ""restriction enzymes"", ""T4 DNA ligase"", ""Taq polymerase"", ""Pfu polymerase"", ""DpnI"", ""PET-22b expression vector"", ""TAKARA minipreps DNA purification system"", ""glutathione-Sepharose 4B"", ""DH5\u03b1"", ""BL21(DE3)"", ""BL21cys"", ""TGR expression vector pMTGR-EX"", ""M9 minimal medium"", ""isopropyl-1-thio-\u03b2-d-galactopyranoside"", ""glutathione-Sepharose 4B"", ""Sephadex G-75"", ""bovine serum albumin"", ""Bradford protein assay"", ""Hoefer MightySmall II electrophoresis unit"", ""UV/vis spectrophotometer"", ""SHIMADZU UV-2450"", ""hydrogen peroxide"", ""cumene hydroperoxide"", ""tert-butyl hydroperoxide"", ""NADPH"", ""glutathione reductase"", ""potassium phosphate buffer"", ""NADPH"", ""EDTA"", ""glutathione reductase"", ""HED"", ""potassium phosphate buffer"", ""sinapinic acid"", ""acetonitrile"", ""TFA""]",,,GSH+H2O2
10.1002.ejic.201201159,mistral,mistral-small-latest,./prompts/prompt4.txt,12458.0,39849,1151.0,3599,Fe3O4,peroxidase,cubic,spherical,,,,,,,,,,,,,200-240 nm,220.0,200.0,240.0,0.179 mM,0.179,,,,,-25.63 mV,-25.63,,,,,,,34 µg/mL,0.034,5.2 µmol/mL,,4.0,30 °C,"[""ethylene glycol"", ""sodium acetate"", ""FeCl3\u00b76H2O""]",,,TMB+H2O2
10.1002.ejic.201201159,mistral,mistral-small-latest,./prompts/prompt4.txt,12458.0,39849,1151.0,3599,Fe3O4,peroxidase,cubic,spherical,,,,,,,,,,,,,200-240 nm,220.0,200.0,240.0,0.0485 mM,0.0485,,,,,-25.63 mV,-25.63,,,,,,,34 µg/mL,0.034,6.2 µmol/mL,,4.0,30 °C,"[""ethylene glycol"", ""sodium acetate"", ""FeCl3\u00b76H2O""]",,,H2O2+TMB
10.1002.ejic.201201159,mistral,mistral-small-latest,./prompts/prompt4.txt,12458.0,39849,1151.0,3599,Fe3O4-Au,peroxidase,cubic,spherical,,,,,,,,,,,,,20-40 nm,30.0,20.0,40.0,0.0106 mM,0.0106,,,,,-31.62 mV,-31.62,58000 g/mol,58000.0,,,,,34 µg/mL,0.034,5.2 µmol/mL,,4.0,30 °C,"[""Fe3O4"", ""HAuCl4"", ""sodium citrate""]",poly(N-Vinylpyrrolidone),sodium citrate,TMB+H2O2
10.1002.ejic.201201159,mistral,mistral-small-latest,./prompts/prompt4.txt,12458.0,39849,1151.0,3599,Fe3O4-Au,peroxidase,cubic,spherical,,,,,,,,,,,,,20-40 nm,30.0,20.0,40.0,0.0344 mM,0.0344,,,,,-31.62 mV,-31.62,58000 g/mol,58000.0,,,,,34 µg/mL,0.034,6.2 µmol/mL,,4.0,30 °C,"[""Fe3O4"", ""HAuCl4"", ""sodium citrate""]",poly(N-Vinylpyrrolidone),sodium citrate,H2O2+TMB
10.1021.acsanm.0c01415,mistral,mistral-small-latest,./prompts/prompt4.txt,24907.0,78678,1292.0,3903,Cu3V2O7(OH)2·2H2O,peroxidase,monoclinic,nanoribbons,tens of micrometers,,,,50-120 nm,85.0,50.0,120.0,,,,,,,,,0.004 mM,0.004,0.047 mM/min,0.0007833333333333334,,,,,,,0.02 mM,0.02,0.3 mM,0.3,50 μL of 1 mg/mL stock solution,,2 mM,2.0,4.0,25 °C,"[""Ammonium metavanadate (NH4VO3)"", ""Cu(NO3)2\u00b73H2O"", ""Polyethylene glycol 200 (PEG-200)""]",poly(ethylene oxide),,H2O2+TMB
10.1021.acsanm.0c01415,mistral,mistral-small-latest,./prompts/prompt4.txt,24907.0,78678,1292.0,3903,Cu3V2O7(OH)2·2H2O,peroxidase,monoclinic,nanoribbons,tens of micrometers,,,,50-120 nm,85.0,50.0,120.0,,,,,,,,,0.07 mM,0.07,0.08 mM/min,0.0013333333333333333,,,,,,,0.02 mM,0.02,0.1 mM,0.1,50 μL of 1 mg/mL stock solution,,0.1 mM,0.1,4.0,25 °C,"[""Ammonium metavanadate (NH4VO3)"", ""Cu(NO3)2\u00b73H2O"", ""Polyethylene glycol 200 (PEG-200)""]",poly(ethylene oxide),,TMB+H2O2
10.1021.acsanm.0c01415,mistral,mistral-small-latest,./prompts/prompt4.txt,24907.0,78678,1292.0,3903,Cu3V2O7(OH)2·2H2O,laccase,monoclinic,nanoribbons,tens of micrometers,,,,50-120 nm,85.0,50.0,120.0,,,,,,,,,0.43 mM,0.43,0.009 mM/min,0.00015,,,,,,,0.2 mM,0.2,1.0 mM,1.0,80 μL of 2.0 mg/mL stock solution,,1.0 mM,1.0,6.8,25 °C,"[""Ammonium metavanadate (NH4VO3)"", ""Cu(NO3)2\u00b73H2O"", ""Polyethylene glycol 200 (PEG-200)""]",poly(ethylene oxide),,"2,4-DP+4-AP"
10.1021.acsanm.0c01415,mistral,mistral-small-latest,./prompts/prompt4.txt,24907.0,78678,1292.0,3903,Cu3V2O7(OH)2·2H2O,oxidase,monoclinic,nanoribbons,tens of micrometers,,,,50-120 nm,85.0,50.0,120.0,,,,,,,,,,,,,,,,,,,,,,,0.1 mg/mL,0.1,,,4.0,25 °C,"[""Ammonium metavanadate (NH4VO3)"", ""Cu(NO3)2\u00b73H2O"", ""Polyethylene glycol 200 (PEG-200)""]",poly(ethylene oxide),,TMB
10.1007.s11483-014-9348-1,mistral,mistral-small-latest,./prompts/prompt4.txt,8985.0,31201,1095.0,3573,,peroxidase,,,,,,,,,,,,,,,,,,,6.81 ± 1.20 mM,6.81,0.247 ± 0.016 ΔA min^-1,,,,,,,,,,,,,,,,6.5,25 °C,"[""Potassium phosphate"", ""Horseradish peroxidase""]",,,H2O2+TMB
10.1007.s11483-014-9348-1,mistral,mistral-small-latest,./prompts/prompt4.txt,8985.0,31201,1095.0,3573,,peroxidase,,,,,,,,,,,,,,,,,,,6.85 ± 0.89 mM,6.85,0.220 ± 0.009 ΔA min^-1,,,,,,,,,,,,,,,,6.5,25 °C,"[""Potassium phosphate"", ""Horseradish peroxidase"", ""Glucose""]",,,H2O2+TMB
10.1007.s11483-014-9348-1,mistral,mistral-small-latest,./prompts/prompt4.txt,8985.0,31201,1095.0,3573,,peroxidase,,,,,,,,,,,,,,,,,,,6.06 ± 1.32 mM,6.06,0.240 ± 0.016 ΔA min^-1,,,,,,,,,,,,,,,,6.5,25 °C,"[""Potassium phosphate"", ""Horseradish peroxidase"", ""Trehalose""]",,,H2O2+TMB
10.1007.s11483-014-9348-1,mistral,mistral-small-latest,./prompts/prompt4.txt,8985.0,31201,1095.0,3573,,peroxidase,,,,,,,,,,,,,,,,,,,6.30 ± 1.93 mM,6.3,0.179 ± 0.018 ΔA min^-1,,,,,,,,,,,,,,,,6.5,25 °C,"[""Potassium phosphate"", ""Horseradish peroxidase"", ""Maltose""]",,,H2O2+TMB
10.1021.jp037849x,mistral,mistral-small-latest,./prompts/prompt4.txt,13470.0,47881,1145.0,3619,Fe(III)MP-8,peroxidase,,,,,,,,,,,,,,,,,,,0.28 mM,0.28,0.066 s^-1,,,,,,,,0.1 mM,0.1,1.2 mM,1.2,4.25 µM,,0.8 mM,0.8,7.4,25 °C,"[""Microperoxidase-8"", ""t-BuOOH"", ""DMPO"", ""CTAB"", ""Hydrogen peroxide""]",,CTAB,H2O2+TMB
10.1021.jp037849x,mistral,mistral-small-latest,./prompts/prompt4.txt,13470.0,47881,1145.0,3619,Fe(III)MP-8,peroxidase,,,,,,,,,,,,,,,,,,,0.45 mM,0.45,0.069 s^-1,,,,,,,,0.1 mM,0.1,1.2 mM,1.2,4.25 µM,,0.8 mM,0.8,9.1,25 °C,"[""Microperoxidase-8"", ""t-BuOOH"", ""DMPO"", ""CTAB"", ""Hydrogen peroxide""]",,CTAB,H2O2+TMB
10.1021.jp037849x,mistral,mistral-small-latest,./prompts/prompt4.txt,13470.0,47881,1145.0,3619,Fe(III)MP-8,peroxidase,,,,,,,,,,,,,,,,,,,0.17 mM,0.17,0.14 s^-1,,,,,,,,0.1 mM,0.1,1.2 mM,1.2,4.25 µM,,0.8 mM,0.8,7.4,25 °C,"[""Microperoxidase-8"", ""t-BuOOH"", ""DMPO"", ""CTAB"", ""Hydrogen peroxide""]",,CTAB,TMB+H2O2
10.1021.jp037849x,mistral,mistral-small-latest,./prompts/prompt4.txt,13470.0,47881,1145.0,3619,Fe(III)MP-8,peroxidase,,,,,,,,,,,,,,,,,,,0.9 mM,0.9,0.17 s^-1,,,,,,,,0.1 mM,0.1,1.2 mM,1.2,4.25 µM,,0.8 mM,0.8,9.1,25 °C,"[""Microperoxidase-8"", ""t-BuOOH"", ""DMPO"", ""CTAB"", ""Hydrogen peroxide""]",,CTAB,TMB+H2O2
10.1016.j.talanta.2021.122775,mistral,mistral-small-latest,./prompts/prompt4.txt,8625.0,30950,589.0,1931,GMP-Cu,laccase,,3D-network,,,,,,,,,,,,,300-500 nm,400.0,300.0,500.0,,,,,,,,,,,,,,,0.15 mg/mL,0.15,0.1 mg/mL,,6.7,25 °C,"[""Guanosine 5'-monophosphate (GMP) disodium salt"", ""Tris(hydroxymethyl)aminomethane (Tris-HCl)"", ""Copper chloride (CuCl2)"", ""Pure water""]",,,"2,4-DP + 4-AP"
10.1016.j.talanta.2021.122775,mistral,mistral-small-latest,./prompts/prompt4.txt,8625.0,30950,589.0,1931,GMP-Cu,laccase,,3D-network,,,,,,,,,,,,,300-500 nm,400.0,300.0,500.0,,,,,,,,,,,0 μmol/L,0.0,220 μmol/L,0.22,1 mg/mL,1.0,1 mg/mL,,6.7,25 °C,"[""Guanosine 5'-monophosphate (GMP) disodium salt"", ""Tris(hydroxymethyl)aminomethane (Tris-HCl)"", ""Copper chloride (CuCl2)"", ""Pure water""]",,,"2,4-DP + 4-AP"
10.2527.jas1984.582346x,mistral,mistral-small-latest,./prompts/prompt4.txt,8760.0,26585,239.0,825,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,20 C,"[""selenious acid""]",,,H2O2+GSH
10.1007.s00604-018-2792-8,mistral,mistral-small-latest,./prompts/prompt4.txt,9238.0,31988,1237.0,4202,MoS2,peroxidase,hexagonal,nanosheets,,,,,,,,,,,,,~300 nm,300.0,,,,,,,,,-19.9 mV,-19.9,,,,,,,,,,,4.0,220 °C,"[""ammonium heptamolybdate tetrahydrate"", ""thiourea"", ""distilled water""]",,,OPD + H2O2
10.1007.s00604-018-2792-8,mistral,mistral-small-latest,./prompts/prompt4.txt,9238.0,31988,1237.0,4202,OPD-MoS2,peroxidase,hexagonal,nanosheets,,,,,,,,,,,,,,,,,,,,,,,-2.42 mV,-2.42,,,,,,,0.5 mg/mL,0.5,,,4.0,,"[""OPD"", ""acetate buffer solution""]",,,OPD + H2O2
10.1007.s00604-018-2792-8,mistral,mistral-small-latest,./prompts/prompt4.txt,9238.0,31988,1237.0,4202,OPD-MoS2,peroxidase,hexagonal,nanosheets,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5 μM,0.0005,200 μM,0.2,0.5 mg/mL,0.5,,,4.0,,"[""OPD"", ""acetate buffer solution""]",,,H2O2 + OPD
10.1007.s00604-018-2792-8,mistral,mistral-small-latest,./prompts/prompt4.txt,9238.0,31988,1237.0,4202,OPD-MoS2,peroxidase,hexagonal,nanosheets,,,,,,,,,,,,,,,,,,,,,,,,,,,102 cells/mL,,106 cells/mL,,0.5 mg/mL,0.5,,,4.0,,"[""OPD"", ""acetate buffer solution""]",,,H2O2 + OPD
10.1007.s00604-018-2792-8,mistral,mistral-small-latest,./prompts/prompt4.txt,9238.0,31988,1237.0,4202,OPD-MoS2,peroxidase,hexagonal,nanosheets,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5 μM,0.0055,12.6 μM,0.0126,0.5 mg/mL,0.5,,,4.0,,"[""OPD"", ""acetate buffer solution""]",,,H2O2 + OPD
10.1530.jrf.0.0950551,mistral,mistral-small-latest,./prompts/prompt4.txt,6590.0,26033,256.0,900,H2O2 + o-phenylenediamine,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 mM,100.0,5.0,25 °C,"[""oestradiol"", ""sodium citrate"", ""o-phenylenediamine"", ""H2O2""]",,,H2O2 + o-phenylenediamine
10.1016.j.talanta.2019.05.086,mistral,mistral-small-latest,./prompts/prompt4.txt,6595.0,22960,505.0,1651,Au,peroxidase,,spherical,,,,,,,,,,,,,~10 nm,10.0,,,,,,,,,,,,,0.003 mM,0.003,0.03 mM,0.03,150 mg/L,0.15,1 M,1000.0,4,35 °C,"[""HAuCl4"", ""sodium citrate""]",,,TMB + H2O2
10.1016.j.talanta.2019.05.086,mistral,mistral-small-latest,./prompts/prompt4.txt,6595.0,22960,505.0,1651,Au,peroxidase,,spherical,,,,,,,,,,,,,~10 nm,10.0,,,,,,,,,,,,,0.003 mM,0.003,0.03 mM,0.03,150 mg/L,0.15,3 mM,3.0,4,35 °C,"[""HAuCl4"", ""sodium citrate""]",,,H2O2 + TMB
10.1039.d0ta09247a,mistral,mistral-small-latest,./prompts/prompt4.txt,22048.0,66168,562.0,1737,Os,peroxidase,,spherical,,,,,,,,,,,,,1.7 nm,1.7,,,0.096 mM,0.096,4.12×10^-7 mM/s,4.12e-07,,,,,,,0.005 mM,0.005,0.25 mM,0.25,0.04 mg/L,4e-05,1 mM,1.0,4,55 °C,"[""K2OsCl6"", ""trisodium citrate"", ""NaBH4""]",,,TMB+H2O2
10.1039.d0ta09247a,mistral,mistral-small-latest,./prompts/prompt4.txt,22048.0,66168,562.0,1737,Os,peroxidase,,spherical,,,,,,,,,,,,,1.7 nm,1.7,,,3.88 mM,3.88,5.65×10^-7 mM/s,5.65e-07,,,,,,,0.005 mM,0.005,0.25 mM,0.25,0.04 mg/L,4e-05,6 mM,6.0,4,55 °C,"[""K2OsCl6"", ""trisodium citrate"", ""NaBH4""]",,,H2O2+TMB
10.1021.jf034079d,mistral,mistral-small-latest,./prompts/prompt4.txt,9128.0,32023,292.0,1031,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 mM guaiacol,,6.5,22 °C,"[""potassium phosphate buffer"", ""ethylene-diaminetetraacetic acid"", ""polyvinylpyrrolidone"", ""phenylmethanesulfonyl fluoride"", ""guaiacol"", ""H2O2""]",polyvinylpyrrolidone,,H2O2+guaiacol
10.1111.j.1365-2222.1991.tb00831.x,mistral,mistral-small-latest,./prompts/prompt4.txt,6678.0,26466,429.0,1500,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 mM,15.0,7.0,37 °C,,,,H2O2+TMB
10.1111.j.1365-2222.1991.tb00831.x,mistral,mistral-small-latest,./prompts/prompt4.txt,6678.0,26466,429.0,1500,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 mM,15.0,7.0,37 °C,,,,TMB+H2O2
10.1016.j.jtherbio.2011.03.012,mistral,mistral-small-latest,./prompts/prompt4.txt,9715.0,32908,984.0,3432,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 °C,"[""L-arginine"", ""No-nitro-L-arginine methyl ester (L-NAME)""]",,,H2O2
10.1016.j.jtherbio.2011.03.012,mistral,mistral-small-latest,./prompts/prompt4.txt,9715.0,32908,984.0,3432,,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 °C,"[""L-arginine"", ""No-nitro-L-arginine methyl ester (L-NAME)""]",,,H2O2
10.1016.j.jtherbio.2011.03.012,mistral,mistral-small-latest,./prompts/prompt4.txt,9715.0,32908,984.0,3432,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 °C,"[""L-arginine"", ""No-nitro-L-arginine methyl ester (L-NAME)""]",,,H2O2
10.1016.j.jtherbio.2011.03.012,mistral,mistral-small-latest,./prompts/prompt4.txt,9715.0,32908,984.0,3432,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 °C,"[""L-arginine"", ""No-nitro-L-arginine methyl ester (L-NAME)""]",,,H2O2
10.1504.ijep.2007.014230,mistral,mistral-small-latest,./prompts/prompt4.txt,5522.0,20613,216.0,747,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 mM,5.0,5.8,25 °C,[],,,guaiacol + H2O2
10.1016.0048-4059(82)90025-X,mistral,mistral-small-latest,./prompts/prompt4.txt,9356.0,34312,803.0,2765,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25% guaiacol,,6.0,24 °C,"[""guaiacol"", ""o-dianisidine"", ""coniferyl alcohol"", ""sodium phosphate buffer"", ""acetone"", ""sucrose"", ""H2O2""]",,,H2O2+guaiacol
10.1016.0048-4059(82)90025-X,mistral,mistral-small-latest,./prompts/prompt4.txt,9356.0,34312,803.0,2765,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM o-dianisidine,,4.5,24 °C,"[""o-dianisidine"", ""sodium acetate buffer"", ""H2O2""]",,,H2O2+o-dianisidine
10.1016.0048-4059(82)90025-X,mistral,mistral-small-latest,./prompts/prompt4.txt,9356.0,34312,803.0,2765,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 µM coniferyl alcohol,,6.0,24 °C,"[""coniferyl alcohol"", ""sodium phosphate buffer"", ""H2O2""]",,,H2O2+coniferyl alcohol
10.3390.molecules24152814,mistral,mistral-small-latest,./prompts/prompt4.txt,22529.0,68127,1562.0,4544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.2217.nnm.10.7,mistral,mistral-small-latest,./prompts/prompt4.txt,25168.0,85798,13.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.j.eujim.2021.101348,mistral,mistral-small-latest,./prompts/prompt4.txt,8065.0,30100,255.0,876,ficin,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 µg/ml,0.02,8 mM,8.0,5,30 °C,"[""3,3',5,5'-tetramethylbenzidine (TMB)"", ""H2O2"", ""phosphate buffered saline (PBS)""]",,,TMB + H2O2
